Year,Site,Plot,Subplot,Species_name,Number,DPM_Height,Fencing,Treatment,
2024,C,5,Z2,Heteropogon contortus,2,2.3,Fenced,THF,
2024,C,5,Z2,Urochloa brizantha,1,1.9,Fenced,THF,
2024,C,5,Z2,NA,NA,2.3,Fenced,THF,
2024,C,5,Z2,NA,NA,2.6,Fenced,THF,
2024,C,5,Z2,Pogonarthria squarrosa,11,5.6,Fenced,THF,
2024,C,5,Z2,Perotis patens,3,5.3,Fenced,THF,
2024,C,5,Z2,Digitaria eriantha,4,5.1,Fenced,THF,
2024,C,5,Z2,NA,NA,5,Fenced,THF,
2024,C,5,Z2,Heteropogon contortus,2,5.6,Fenced,THF,
2024,C,5,Z2,Pogonarthria squarrosa,11,6,Fenced,THF,
2024,C,5,Z2,Diheteropogon amplectens,5,6,Fenced,THF,
2024,C,5,Z2,Perotis patens,1,5.8,Fenced,THF,
2024,C,5,Z2,Megathyrsus maximus,2,6.7,Fenced,THF,
2024,C,5,Z2,Digitaria eriantha,2,6.6,Fenced,THF,
2024,C,5,Z2,NA,NA,6.5,Fenced,THF,
2024,C,5,Z2,NA,NA,6.3,Fenced,THF,
2024,C,5,Z3,Eragrostis gummiflua,5,3.1,Unfenced,THF,
2024,C,5,Z3,Megathyrsus maximus,2,3.1,Unfenced,THF,
2024,C,5,Z3,Heteropogon contortus,4,3.1,Unfenced,THF,
2024,C,5,Z3,Aristida adscensionis,2,2.4,Unfenced,THF,
2024,C,5,Z3,Digitaria eriantha,3,NA,Unfenced,THF,
2024,C,5,Z3,Eragrostis gummiflua,2,5.9,Unfenced,THF,
2024,C,5,Z3,Aristida adscensionis,2,5.5,Unfenced,THF,
2024,C,5,Z3,Digitaria eriantha,1,5.2,Unfenced,THF,
2024,C,5,Z3,Eragrostis viscosa,2,4.9,Unfenced,THF,
2024,C,5,Z3,Urochloa brizantha,3,NA,Unfenced,THF,
2024,C,5,Z3,Pogonarthria squarrosa,20,NA,Unfenced,THF,
2024,C,5,Z3,NA,NA,0,Unfenced,THF,
2024,C,5,Z3,NA,NA,0,Unfenced,THF,
2024,C,5,Z3,NA,NA,0,Unfenced,THF,
2024,C,5,Z3,NA,NA,0,Unfenced,THF,
2024,C,5,Z3,Megathyrsus maximus,4,8.8,Unfenced,THF,
2024,C,5,Z3,Digitaria eriantha,2,5.4,Unfenced,THF,
2024,C,5,Z3,NA,NA,4.2,Unfenced,THF,
2024,C,5,Z3,NA,NA,5.7,Unfenced,THF,
2024,C,5,Z3,Megathyrsus maximus,2,4.2,Unfenced,THF,
2024,C,5,Z3,NA,NA,5.3,Unfenced,THF,
2024,C,5,Z3,NA,NA,7.7,Unfenced,THF,
2024,C,5,Z3,NA,NA,7.4,Unfenced,THF,
2024,C,5,Z4,Eragrostis gummiflua,2,3.3,Unfenced,THF,
2024,C,5,Z4,Pogonarthria squarrosa,2,2.9,Unfenced,THF,
2024,C,5,Z4,Eragrostis superba,1,3.5,Unfenced,THF,
2024,C,5,Z4,NA,NA,3.1,Unfenced,THF,
2024,C,5,Z4,Digitaria eriantha,1,7.8,Unfenced,THF,
2024,C,5,Z4,Heteropogon contortus,2,7.1,Unfenced,THF,
2024,C,5,Z4,Eragrostis cylindriflora,2,6.6,Unfenced,THF,
2024,C,5,Z4,NA,NA,6.2,Unfenced,THF,
2024,C,5,Z4,Eragrostis gummiflua,2,3.3,Unfenced,THF,
2024,C,5,Z4,Digitaria eriantha,3,3.2,Unfenced,THF,
2024,C,5,Z4,Heteropogon contortus,3,3.2,Unfenced,THF,
2024,C,5,Z4,Urochloa brizantha,2,3.1,Unfenced,THF,
2024,C,5,Z4,Megathyrsus maximus,1,4,Unfenced,THF,
2024,C,5,Z4,NA,NA,4.7,Unfenced,THF,
2024,C,5,Z4,NA,NA,4.6,Unfenced,THF,
2024,C,5,Z4,NA,NA,5,Unfenced,THF,
2024,C,5,Z4,Heteropogon contortus,2,6.6,Unfenced,THF,
2024,C,5,Z4,Pogonarthria squarrosa,7,4.8,Unfenced,THF,
2024,C,5,Z4,Aristida adscensionis,2,3.8,Unfenced,THF,
2024,C,5,Z4,Urochloa brizantha,1,4,Unfenced,THF,
2024,D,1,Z1,Urochloa nigropedata,2,1.8,Fenced,C,
2024,D,1,Z1,Eragrostis cylindriflora,1,2.9,Fenced,C,
2024,D,1,Z1,Heteropogon contortus,1,2.9,Fenced,C,
2024,D,1,Z1,NA,NA,2.7,Fenced,C,
2024,D,1,Z1,NA,NA,0,Fenced,C,
2024,D,1,Z1,NA,NA,0,Fenced,C,
2024,D,1,Z1,NA,NA,0,Fenced,C,
2024,D,1,Z1,NA,NA,0,Fenced,C,
2024,D,1,Z1,Eragrostis cylindriflora,3,6.8,Fenced,C,
2024,D,1,Z1,Heteropogon contortus,1,6.6,Fenced,C,
2024,D,1,Z1,NA,NA,5.5,Fenced,C,
2024,D,1,Z1,NA,NA,5,Fenced,C,
2024,D,1,Z1,Urochloa nigropedata,2,2.6,Fenced,C,
2024,D,1,Z1,Chloris virgata,1,2.6,Fenced,C,
2024,D,1,Z1,NA,NA,2.6,Fenced,C,
2024,D,1,Z1,NA,NA,2.6,Fenced,C,
2024,D,1,Z1,Eragrostis cylindriflora,1,17.3,Fenced,C,
2024,D,1,Z1,Sporobolus ioclados,2,12.7,Fenced,C,
2024,D,1,Z1,NA,NA,12.8,Fenced,C,
2024,D,1,Z1,NA,NA,12.3,Fenced,C,
2024,D,1,Z2,Chloris virgata,8,7.5,Unfenced,C,
2024,D,1,Z2,Aristida adscensionis,4,5.8,Unfenced,C,
2024,D,1,Z2,NA,NA,5.8,Unfenced,C,
2024,D,1,Z2,NA,NA,6.6,Unfenced,C,
2024,D,1,Z2,Eragrostis cylindriflora,1,8,Unfenced,C,
2024,D,1,Z2,Sporobolus ioclados,2,11.5,Unfenced,C,
2024,D,1,Z2,NA,NA,17.2,Unfenced,C,
2024,D,1,Z2,NA,NA,15.6,Unfenced,C,
2024,D,1,Z2,Chloris virgata,1,6.2,Unfenced,C,
2024,D,1,Z2,Urochloa nigropedata,3,5.8,Unfenced,C,
2024,D,1,Z2,NA,NA,5.6,Unfenced,C,
2024,D,1,Z2,NA,NA,5.8,Unfenced,C,
2024,D,1,Z2,Enteropogon macrostachyus,3,6.9,Unfenced,C,
2024,D,1,Z2,Aristida adscensionis,2,7,Unfenced,C,
2024,D,1,Z2,Digitaria eriantha,2,6.6,Unfenced,C,
2024,D,1,Z2,NA,NA,6.5,Unfenced,C,
2024,D,1,Z2,Heteropogon contortus,5,3.2,Unfenced,C,
2024,D,1,Z2,Themeda triandra,3,8.9,Unfenced,C,
2024,D,1,Z2,NA,NA,8.4,Unfenced,C,
2024,D,1,Z2,NA,NA,8.5,Unfenced,C,
2024,D,1,Z3,Aristida diffusa,2,11.7,Fenced,C,
2024,D,1,Z3,Chloris virgata,1,9,Fenced,C,
2024,D,1,Z3,NA,NA,11.4,Fenced,C,
2024,D,1,Z3,NA,NA,10.9,Fenced,C,
2024,D,1,Z3,Aristida adscensionis,2,6.6,Fenced,C,
2024,D,1,Z3,Megathyrsus maximus,1,5.6,Fenced,C,
2024,D,1,Z3,NA,NA,5.6,Fenced,C,
2024,D,1,Z3,NA,NA,6.1,Fenced,C,
2024,D,1,Z3,Heteropogon contortus,3,2.2,Fenced,C,
2024,D,1,Z3,Aristida adscensionis,1,2.3,Fenced,C,
2024,D,1,Z3,Digitaria eriantha,1,2.1,Fenced,C,
2024,D,1,Z3,NA,NA,3.3,Fenced,C,
2024,D,1,Z3,NA,NA,0,Fenced,C,
2024,D,1,Z3,NA,NA,0,Fenced,C,
2024,D,1,Z3,NA,NA,0,Fenced,C,
2024,D,1,Z3,NA,NA,0,Fenced,C,
2024,D,1,Z3,Aristida diffusa,5,2.3,Fenced,C,
2024,D,1,Z3,Aristida adscensionis,1,2.3,Fenced,C,
2024,D,1,Z3,NA,NA,2.3,Fenced,C,
2024,D,1,Z3,NA,NA,2.3,Fenced,C,
2024,D,1,Z4,Heteropogon contortus,1,3,Unfenced,C,
2024,D,1,Z4,Setaria pumila,1,3,Unfenced,C,
2024,D,1,Z4,NA,NA,3,Unfenced,C,
2024,D,1,Z4,NA,NA,3,Unfenced,C,
2024,D,1,Z4,Enteropogon macrostachyus,3,9.9,Unfenced,C,
2024,D,1,Z4,Andropogon eucomus,2,10.5,Unfenced,C,
2024,D,1,Z4,Aristida adscensionis,2,11.1,Unfenced,C,
2024,D,1,Z4,NA,NA,11.6,Unfenced,C,
2024,D,1,Z4,Andropogon eucomus,2,10,Unfenced,C,
2024,D,1,Z4,Heteropogon contortus,4,13.2,Unfenced,C,
2024,D,1,Z4,Eragrostis cylindriflora,1,11.8,Unfenced,C,
2024,D,1,Z4,NA,NA,12.4,Unfenced,C,
2024,D,1,Z4,Chloris virgata,3,7.2,Unfenced,C,
2024,D,1,Z4,NA,NA,7.5,Unfenced,C,
2024,D,1,Z4,NA,NA,7.5,Unfenced,C,
2024,D,1,Z4,NA,NA,5.4,Unfenced,C,
2024,D,1,Z4,Chloris virgata,7,4.6,Unfenced,C,
2024,D,1,Z4,Eragrostis cylindriflora,2,4.1,Unfenced,C,
2024,D,1,Z4,Urochloa nigropedata,1,3.8,Unfenced,C,
2024,D,1,Z4,NA,NA,3.8,Unfenced,C,
2024,D,2,Z1,Megathyrsus maximus,1,3.2,Fenced,F,
2024,D,2,Z1,NA,NA,3.3,Fenced,F,
2024,D,2,Z1,NA,NA,3,Fenced,F,
2024,D,2,Z1,NA,NA,3,Fenced,F,
2024,D,2,Z1,Andropogon eucomus,1,18.5,Fenced,F,
2024,D,2,Z1,Enteropogon macrostachyus,3,17.5,Fenced,F,
2024,D,2,Z1,NA,NA,19.2,Fenced,F,
2024,D,2,Z1,NA,NA,15,Fenced,F,
2024,D,2,Z1,Heteropogon contortus,11,8,Fenced,F,
2024,D,2,Z1,Aristida adscensionis,3,6.4,Fenced,F,
2024,D,2,Z1,Enteropogon macrostachyus,2,9.8,Fenced,F,
2024,D,2,Z1,NA,NA,10.3,Fenced,F,
2024,D,2,Z1,Urochloa nigropedata,1,3.4,Fenced,F,
2024,D,2,Z1,Heteropogon contortus,1,5.5,Fenced,F,
2024,D,2,Z1,Aristida adscensionis,1,6.1,Fenced,F,
2024,D,2,Z1,Enteropogon macrostachyus,1,6.6,Fenced,F,
2024,D,2,Z1,Eragrostis cylindriflora,9,11.7,Fenced,F,
2024,D,2,Z1,Chloris virgata,1,6.5,Fenced,F,
2024,D,2,Z1,Setaria incrassata,2,8.6,Fenced,F,
2024,D,2,Z1,NA,NA,8.7,Fenced,F,
2024,D,2,Z2,Heteropogon contortus,2,5,Unfenced,F,
2024,D,2,Z2,Aristida adscensionis,3,5.1,Unfenced,F,
2024,D,2,Z2,Aristida diffusa,2,5.1,Unfenced,F,
2024,D,2,Z2,NA,NA,5.7,Unfenced,F,
2024,D,2,Z2,Enteropogon macrostachyus,3,14.1,Unfenced,F,
2024,D,2,Z2,Aristida adscensionis,3,9.2,Unfenced,F,
2024,D,2,Z2,NA,NA,9.2,Unfenced,F,
2024,D,2,Z2,NA,NA,9.2,Unfenced,F,
2024,D,2,Z2,Megathyrsus maximus,3,7.5,Unfenced,F,
2024,D,2,Z2,Urochloa nigropedata,2,9.6,Unfenced,F,
2024,D,2,Z2,Eragrostis cylindriflora,1,11.4,Unfenced,F,
2024,D,2,Z2,Chloris virgata,3,8.9,Unfenced,F,
2024,D,2,Z2,Heteropogon contortus,3,20.4,Unfenced,F,
2024,D,2,Z2,Urochloa nigropedata,2,15.5,Unfenced,F,
2024,D,2,Z2,NA,NA,13.4,Unfenced,F,
2024,D,2,Z2,NA,NA,13.2,Unfenced,F,
2024,D,2,Z2,Enteropogon macrostachyus,2,8.5,Unfenced,F,
2024,D,2,Z2,Urochloa nigropedata,1,8.5,Unfenced,F,
2024,D,2,Z2,NA,NA,6.6,Unfenced,F,
2024,D,2,Z2,NA,NA,6.5,Unfenced,F,
2024,D,2,Z3,Heteropogon contortus,2,9.1,Fenced,F,
2024,D,2,Z3,Andropogon eucomus,2,6.6,Fenced,F,
2024,D,2,Z3,Aristida adscensionis,2,5.2,Fenced,F,
2024,D,2,Z3,Eragrostis cylindriflora,5,5.2,Fenced,F,
2024,D,2,Z3,Eragrostis gummiflua,1,NA,Fenced,F,
2024,D,2,Z3,Heteropogon contortus,2,7.2,Fenced,F,
2024,D,2,Z3,Andropogon eucomus,2,6.8,Fenced,F,
2024,D,2,Z3,Eragrostis cylindriflora,1,6.8,Fenced,F,
2024,D,2,Z3,NA,NA,20.5,Fenced,F,
2024,D,2,Z3,Andropogon eucomus,3,11.9,Fenced,F,
2024,D,2,Z3,Setaria incrassata,1,17.2,Fenced,F,
2024,D,2,Z3,NA,NA,13.9,Fenced,F,
2024,D,2,Z3,NA,NA,12.9,Fenced,F,
2024,D,2,Z3,Heteropogon contortus,2,7.5,Fenced,F,
2024,D,2,Z3,Enteropogon macrostachyus,2,6,Fenced,F,
2024,D,2,Z3,NA,NA,5.9,Fenced,F,
2024,D,2,Z3,NA,NA,7.7,Fenced,F,
2024,D,2,Z3,Heteropogon contortus,4,2.4,Fenced,F,
2024,D,2,Z3,NA,NA,2.4,Fenced,F,
2024,D,2,Z3,NA,NA,5.9,Fenced,F,
2024,D,2,Z3,NA,NA,4.9,Fenced,F,
2024,D,2,Z4,Enteropogon macrostachyus,1,7.1,Unfenced,F,
2024,D,2,Z4,Megathyrsus maximus,1,6.6,Unfenced,F,
2024,D,2,Z4,Heteropogon contortus,1,7.3,Unfenced,F,
2024,D,2,Z4,NA,NA,8.4,Unfenced,F,
2024,D,2,Z4,Andropogon eucomus,3,17.8,Unfenced,F,
2024,D,2,Z4,Heteropogon contortus,4,16.8,Unfenced,F,
2024,D,2,Z4,Aristida adscensionis,3,17.4,Unfenced,F,
2024,D,2,Z4,NA,NA,18.8,Unfenced,F,
2024,D,2,Z4,Heteropogon contortus,3,14.8,Unfenced,F,
2024,D,2,Z4,Aristida adscensionis,3,16.1,Unfenced,F,
2024,D,2,Z4,Chloris virgata,1,16.9,Unfenced,F,
2024,D,2,Z4,NA,NA,16.8,Unfenced,F,
2024,D,2,Z4,Megathyrsus maximus,5,21.3,Unfenced,F,
2024,D,2,Z4,Heteropogon contortus,3,18.3,Unfenced,F,
2024,D,2,Z4,NA,NA,11.9,Unfenced,F,
2024,D,2,Z4,NA,NA,12.8,Unfenced,F,
2024,D,2,Z4,Heteropogon contortus,4,20.4,Unfenced,F,
2024,D,2,Z4,Chloris virgata,1,17.1,Unfenced,F,
2024,D,2,Z4,NA,NA,17.9,Unfenced,F,
2024,D,2,Z4,NA,NA,16.2,Unfenced,F,
2024,D,3,Z1,Heteropogon contortus,6,33.5,Fenced,TF,
2024,D,3,Z1,Chloris virgata,2,33.6,Fenced,TF,
2024,D,3,Z1,Sporobolus ioclados,4,26.4,Fenced,TF,
2024,D,3,Z1,NA,NA,24.4,Fenced,TF,
2024,D,3,Z1,Aristida adscensionis,2,14.9,Fenced,TF,
2024,D,3,Z1,NA,NA,14.5,Fenced,TF,
2024,D,3,Z1,NA,NA,14.5,Fenced,TF,
2024,D,3,Z1,NA,NA,14.6,Fenced,TF,
2024,D,3,Z1,Heteropogon contortus,3,8.3,Fenced,TF,
2024,D,3,Z1,Setaria incrassata,3,7.3,Fenced,TF,
2024,D,3,Z1,NA,NA,6,Fenced,TF,
2024,D,3,Z1,NA,NA,6,Fenced,TF,
2024,D,3,Z1,Heteropogon contortus,13,3.7,Fenced,TF,
2024,D,3,Z1,Aristida adscensionis,4,3.6,Fenced,TF,
2024,D,3,Z1,Chloris virgata,1,3.8,Fenced,TF,
2024,D,3,Z1,Urochloa nigropedata,2,3.8,Fenced,TF,
2024,D,3,Z1,Aristida diffusa,8,NA,Fenced,TF,
2024,D,3,Z1,Enteropogon macrostachyus,2,5,Fenced,TF,
2024,D,3,Z1,Heteropogon contortus,3,4.8,Fenced,TF,
2024,D,3,Z1,Setaria incrassata,4,8.1,Fenced,TF,
2024,D,3,Z1,NA,NA,8.7,Fenced,TF,
2024,D,3,Z2,Andropogon eucomus,4,13.1,Unfenced,TF,
2024,D,3,Z2,Heteropogon contortus,1,14.4,Unfenced,TF,
2024,D,3,Z2,NA,NA,11.9,Unfenced,TF,
2024,D,3,Z2,NA,NA,11.5,Unfenced,TF,
2024,D,3,Z2,Heteropogon contortus,4,30.2,Unfenced,TF,
2024,D,3,Z2,Enteropogon macrostachyus,2,21.3,Unfenced,TF,
2024,D,3,Z2,NA,NA,21.3,Unfenced,TF,
2024,D,3,Z2,NA,NA,20.4,Unfenced,TF,
2024,D,3,Z2,Megathyrsus maximus,2,6.1,Unfenced,TF,
2024,D,3,Z2,NA,NA,6.1,Unfenced,TF,
2024,D,3,Z2,NA,NA,6.1,Unfenced,TF,
2024,D,3,Z2,NA,NA,6.1,Unfenced,TF,
2024,D,3,Z2,Enteropogon macrostachyus,9,5.5,Unfenced,TF,
2024,D,3,Z2,Aristida adscensionis,5,5.9,Unfenced,TF,
2024,D,3,Z2,Heteropogon contortus,1,5.6,Unfenced,TF,
2024,D,3,Z2,Chloris virgata,1,4.8,Unfenced,TF,
2024,D,3,Z2,Enteropogon macrostachyus,7,5.8,Unfenced,TF,
2024,D,3,Z2,Aristida adscensionis,8,8.5,Unfenced,TF,
2024,D,3,Z2,Heteropogon contortus,5,8.7,Unfenced,TF,
2024,D,3,Z2,NA,NA,8.3,Unfenced,TF,
2024,D,3,Z3,Aristida diffusa,1,16.5,Fenced,TF,
2024,D,3,Z3,NA,NA,16.4,Fenced,TF,
2024,D,3,Z3,NA,NA,15.6,Fenced,TF,
2024,D,3,Z3,NA,NA,15.7,Fenced,TF,
2024,D,3,Z3,Aristida diffusa,3,17.5,Fenced,TF,
2024,D,3,Z3,Heteropogon contortus,9,16.3,Fenced,TF,
2024,D,3,Z3,Aristida adscensionis,6,15.7,Fenced,TF,
2024,D,3,Z3,NA,NA,15.6,Fenced,TF,
2024,D,3,Z3,Andropogon eucomus,1,7.5,Fenced,TF,
2024,D,3,Z3,Heteropogon contortus,13,5.5,Fenced,TF,
2024,D,3,Z3,Urochloa nigropedata,2,10.6,Fenced,TF,
2024,D,3,Z3,Eragrostis gummiflua,2,9.5,Fenced,TF,
2024,D,3,Z3,Enteropogon macrostachyus,18,11.7,Fenced,TF,
2024,D,3,Z3,Setaria pumila,1,11,Fenced,TF,
2024,D,3,Z3,NA,NA,10.7,Fenced,TF,
2024,D,3,Z3,NA,NA,9.7,Fenced,TF,
2024,D,3,Z3,NA,NA,0,Fenced,TF,
2024,D,3,Z3,NA,NA,0,Fenced,TF,
2024,D,3,Z3,NA,NA,0,Fenced,TF,
2024,D,3,Z3,NA,NA,0,Fenced,TF,
2024,D,3,Z4,Megathyrsus maximus,2,7.8,Unfenced,TF,
2024,D,3,Z4,Enteropogon macrostachyus,2,7.5,Unfenced,TF,
2024,D,3,Z4,Aristida adscensionis,4,7.5,Unfenced,TF,
2024,D,3,Z4,NA,NA,9.1,Unfenced,TF,
2024,D,3,Z4,Heteropogon contortus,5,1.9,Unfenced,TF,
2024,D,3,Z4,Aristida adscensionis,3,4.4,Unfenced,TF,
2024,D,3,Z4,Urochloa nigropedata,1,4.8,Unfenced,TF,
2024,D,3,Z4,NA,NA,4.1,Unfenced,TF,
2024,D,3,Z4,Themeda triandra,2,10,Unfenced,TF,
2024,D,3,Z4,Heteropogon contortus,1,4.3,Unfenced,TF,
2024,D,3,Z4,Andropogon eucomus,2,7.7,Unfenced,TF,
2024,D,3,Z4,NA,NA,7.7,Unfenced,TF,
2024,D,3,Z4,Heteropogon contortus,4,8.3,Unfenced,TF,
2024,D,3,Z4,Digitaria eriantha,2,7.6,Unfenced,TF,
2024,D,3,Z4,NA,NA,6.7,Unfenced,TF,
2024,D,3,Z4,NA,NA,7.3,Unfenced,TF,
2024,D,3,Z4,NA,NA,0,Unfenced,TF,
2024,D,3,Z4,NA,NA,0,Unfenced,TF,
2024,D,3,Z4,NA,NA,0,Unfenced,TF,
2024,D,3,Z4,NA,NA,0,Unfenced,TF,
2024,D,4,Z1,Enteropogon macrostachyus,2,12.5,Fenced,TFB,
2024,D,4,Z1,Heteropogon contortus,6,11.2,Fenced,TFB,
2024,D,4,Z1,NA,NA,11,Fenced,TFB,
2024,D,4,Z1,NA,NA,10,Fenced,TFB,
2024,D,4,Z1,Sporobolus ioclados,2,2.5,Fenced,TFB,
2024,D,4,Z1,Setaria incrassata,3,5.2,Fenced,TFB,
2024,D,4,Z1,Heteropogon contortus,1,6.3,Fenced,TFB,
2024,D,4,Z1,Urochloa nigropedata,3,5.9,Fenced,TFB,
2024,D,4,Z1,Melinis repens,1,NA,Fenced,TFB,
2024,D,4,Z1,Enteropogon macrostachyus,2,2.6,Fenced,TFB,
2024,D,4,Z1,Sporobolus ioclados,2,2.6,Fenced,TFB,
2024,D,4,Z1,Heteropogon contortus,4,2.6,Fenced,TFB,
2024,D,4,Z1,Aristida adscensionis,3,5.1,Fenced,TFB,
2024,D,4,Z1,Enteropogon macrostachyus,2,2.4,Fenced,TFB,
2024,D,4,Z1,Heteropogon contortus,2,2,Fenced,TFB,
2024,D,4,Z1,NA,NA,5.1,Fenced,TFB,
2024,D,4,Z1,NA,NA,4.2,Fenced,TFB,
2024,D,4,Z1,Themeda triandra,2,11.9,Fenced,TFB,
2024,D,4,Z1,Aristida adscensionis,3,11.1,Fenced,TFB,
2024,D,4,Z1,Enteropogon macrostachyus,2,10.7,Fenced,TFB,
2024,D,4,Z1,Melinis repens,1,10.2,Fenced,TFB,
2024,D,4,Z1,Eragrostis gummiflua,2,NA,Fenced,TFB,
2024,D,4,Z2,Enteropogon macrostachyus,14,7,Unfenced,TFB,
2024,D,4,Z2,Aristida adscensionis,2,7.5,Unfenced,TFB,
2024,D,4,Z2,NA,NA,7.7,Unfenced,TFB,
2024,D,4,Z2,NA,NA,7.8,Unfenced,TFB,
2024,D,4,Z2,Enteropogon macrostachyus,2,3.8,Unfenced,TFB,
2024,D,4,Z2,Aristida adscensionis,2,4.4,Unfenced,TFB,
2024,D,4,Z2,Heteropogon contortus,3,4.2,Unfenced,TFB,
2024,D,4,Z2,NA,NA,4.6,Unfenced,TFB,
2024,D,4,Z2,Enteropogon macrostachyus,1,8.2,Unfenced,TFB,
2024,D,4,Z2,Digitaria eriantha,4,8.2,Unfenced,TFB,
2024,D,4,Z2,Setaria incrassata,1,6.7,Unfenced,TFB,
2024,D,4,Z2,Sporobolus ioclados,3,6,Unfenced,TFB,
2024,D,4,Z2,Heteropogon contortus,4,9.5,Unfenced,TFB,
2024,D,4,Z2,Aristida diffusa,1,8.8,Unfenced,TFB,
2024,D,4,Z2,NA,NA,8.6,Unfenced,TFB,
2024,D,4,Z2,NA,NA,8.4,Unfenced,TFB,
2024,D,4,Z2,Heteropogon contortus,3,5.6,Unfenced,TFB,
2024,D,4,Z2,Sporobolus ioclados,4,7,Unfenced,TFB,
2024,D,4,Z2,Aristida diffusa,8,6.8,Unfenced,TFB,
2024,D,4,Z2,Eragrostis cylindriflora,1,6.4,Unfenced,TFB,
2024,D,4,Z2,Andropogon eucomus,1,NA,Unfenced,TFB,
2024,D,4,Z3,Heteropogon contortus,2,10.5,Fenced,TFB,
2024,D,4,Z3,Setaria incrassata,3,8.1,Fenced,TFB,
2024,D,4,Z3,Andropogon eucomus,1,8.1,Fenced,TFB,
2024,D,4,Z3,NA,NA,7.8,Fenced,TFB,
2024,D,4,Z3,Enteropogon macrostachyus,5,11.5,Fenced,TFB,
2024,D,4,Z3,Heteropogon contortus,4,11.5,Fenced,TFB,
2024,D,4,Z3,Andropogon eucomus,3,13.8,Fenced,TFB,
2024,D,4,Z3,NA,NA,14.9,Fenced,TFB,
2024,D,4,Z3,Enteropogon macrostachyus,4,11.9,Fenced,TFB,
2024,D,4,Z3,Eragrostis superba,3,18.5,Fenced,TFB,
2024,D,4,Z3,Aristida adscensionis,1,17.7,Fenced,TFB,
2024,D,4,Z3,NA,NA,18.4,Fenced,TFB,
2024,D,4,Z3,Heteropogon contortus,1,4.6,Fenced,TFB,
2024,D,4,Z3,Aristida adscensionis,4,3.2,Fenced,TFB,
2024,D,4,Z3,Pogonarthria squarrosa,4,3.6,Fenced,TFB,
2024,D,4,Z3,NA,NA,4,Fenced,TFB,
2024,D,4,Z3,Digitaria eriantha,2,11.7,Fenced,TFB,
2024,D,4,Z3,Enteropogon macrostachyus,1,12.9,Fenced,TFB,
2024,D,4,Z3,Megathyrsus maximus,1,13,Fenced,TFB,
2024,D,4,Z3,Aristida adscensionis,1,14.1,Fenced,TFB,
2024,D,4,Z3,Heteropogon contortus,1,NA,Fenced,TFB,
2024,D,4,Z4,Pogonarthria squarrosa,1,11.4,Unfenced,TFB,
2024,D,4,Z4,Digitaria eriantha,6,10,Unfenced,TFB,
2024,D,4,Z4,Heteropogon contortus,3,10.6,Unfenced,TFB,
2024,D,4,Z4,Sporobolus ioclados,1,10.1,Unfenced,TFB,
2024,D,4,Z4,Heteropogon contortus,6,23,Unfenced,TFB,
2024,D,4,Z4,Eragrostis superba,1,28.2,Unfenced,TFB,
2024,D,4,Z4,Eragrostis gummiflua,3,29.2,Unfenced,TFB,
2024,D,4,Z4,Enteropogon macrostachyus,2,29,Unfenced,TFB,
2024,D,4,Z4,Enteropogon macrostachyus,1,6.2,Unfenced,TFB,
2024,D,4,Z4,Heteropogon contortus,1,6.2,Unfenced,TFB,
2024,D,4,Z4,Sporobolus ioclados,1,6.2,Unfenced,TFB,
2024,D,4,Z4,Urochloa nigropedata,1,6,Unfenced,TFB,
2024,D,4,Z4,Heteropogon contortus,5,6.8,Unfenced,TFB,
2024,D,4,Z4,Enteropogon macrostachyus,1,6.6,Unfenced,TFB,
2024,D,4,Z4,Sporobolus ioclados,3,4.9,Unfenced,TFB,
2024,D,4,Z4,Aristida diffusa,3,5.3,Unfenced,TFB,
2024,D,4,Z4,Themeda triandra,2,7.5,Unfenced,TFB,
2024,D,4,Z4,Heteropogon contortus,2,7.4,Unfenced,TFB,
2024,D,4,Z4,NA,NA,8.9,Unfenced,TFB,
2024,D,4,Z4,NA,NA,9.8,Unfenced,TFB,
2024,D,5,Z1,Andropogon eucomus,3,17.2,Fenced,THF,
2024,D,5,Z1,Enteropogon macrostachyus,3,16.6,Fenced,THF,
2024,D,5,Z1,Heteropogon contortus,6,16.7,Fenced,THF,
2024,D,5,Z1,NA,NA,16,Fenced,THF,
2024,D,5,Z1,Aristida diffusa,3,10,Fenced,THF,
2024,D,5,Z1,Heteropogon contortus,2,9.3,Fenced,THF,
2024,D,5,Z1,NA,NA,10.9,Fenced,THF,
2024,D,5,Z1,NA,NA,10.7,Fenced,THF,
2024,D,5,Z1,Enteropogon macrostachyus,1,16,Fenced,THF,
2024,D,5,Z1,Hyparrhenia hirta,2,15.2,Fenced,THF,
2024,D,5,Z1,NA,NA,13.4,Fenced,THF,
2024,D,5,Z1,NA,NA,17.2,Fenced,THF,
2024,D,5,Z1,Enteropogon macrostachyus,6,9.5,Fenced,THF,
2024,D,5,Z1,Heteropogon contortus,12,13.8,Fenced,THF,
2024,D,5,Z1,NA,NA,14.5,Fenced,THF,
2024,D,5,Z1,NA,NA,17.8,Fenced,THF,
2024,D,5,Z1,Enteropogon macrostachyus,2,13.3,Fenced,THF,
2024,D,5,Z1,Heteropogon contortus,4,13.9,Fenced,THF,
2024,D,5,Z1,Setaria incrassata,1,17.1,Fenced,THF,
2024,D,5,Z1,NA,NA,17.3,Fenced,THF,
2024,D,5,Z2,Heteropogon contortus,26,7.7,Unfenced,THF,
2024,D,5,Z2,Aristida congesta b,4,7.6,Unfenced,THF,
